# Forces     
# CofR       : (5.000000e-01 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous)	moments(pressure viscous porous)
3048         	((7.135462e-07 1.081916e-05 2.475139e-25) (1.786369e-06 4.999411e-07 -5.748402e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.622874e-06 1.070319e-07 -2.467821e-06) (-7.499116e-08 2.679553e-07 -1.672372e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3049         	((7.150758e-07 1.080556e-05 2.472452e-25) (1.786331e-06 4.999575e-07 -5.731359e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.620834e-06 1.072614e-07 -2.467676e-06) (-7.499363e-08 2.679496e-07 -1.672338e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3050         	((7.183491e-07 1.081819e-05 2.477849e-25) (1.786295e-06 4.999744e-07 -5.743128e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.622728e-06 1.077524e-07 -2.465993e-06) (-7.499615e-08 2.679442e-07 -1.672305e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3051         	((7.216170e-07 1.084705e-05 2.487511e-25) (1.786256e-06 4.999836e-07 -5.774693e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.627057e-06 1.082426e-07 -2.463993e-06) (-7.499754e-08 2.679384e-07 -1.672281e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3052         	((7.233311e-07 1.088042e-05 2.497186e-25) (1.786213e-06 4.999829e-07 -5.814443e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.632063e-06 1.084997e-07 -2.462747e-06) (-7.499743e-08 2.679319e-07 -1.672273e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3053         	((7.226960e-07 1.090540e-05 2.502870e-25) (1.786163e-06 4.999747e-07 -5.847408e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.635810e-06 1.084044e-07 -2.462904e-06) (-7.499621e-08 2.679244e-07 -1.672286e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3054         	((7.201174e-07 1.091174e-05 2.502221e-25) (1.786106e-06 4.999628e-07 -5.859974e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.636761e-06 1.080176e-07 -2.464424e-06) (-7.499442e-08 2.679160e-07 -1.672320e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3055         	((7.145678e-07 1.087737e-05 2.488636e-25) (1.786047e-06 4.999487e-07 -5.831037e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.631605e-06 1.071852e-07 -2.468893e-06) (-7.499231e-08 2.679070e-07 -1.672367e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3056         	((7.128620e-07 1.084688e-05 2.479616e-25) (1.785988e-06 4.999322e-07 -5.794578e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.627032e-06 1.069293e-07 -2.470185e-06) (-7.498983e-08 2.678982e-07 -1.672423e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3057         	((7.081672e-07 1.076827e-05 2.453916e-25) (1.785936e-06 4.999192e-07 -5.708706e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.615240e-06 1.062251e-07 -2.474914e-06) (-7.498788e-08 2.678904e-07 -1.672452e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3058         	((7.077882e-07 1.074554e-05 2.447800e-25) (1.785890e-06 4.999133e-07 -5.679886e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.611831e-06 1.061682e-07 -2.474854e-06) (-7.498699e-08 2.678835e-07 -1.672460e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3059         	((7.042074e-07 1.072228e-05 2.437089e-25) (1.785846e-06 4.999172e-07 -5.656723e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.608341e-06 1.056311e-07 -2.476629e-06) (-7.498758e-08 2.678768e-07 -1.672438e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3060         	((7.028084e-07 1.072463e-05 2.435970e-25) (1.785801e-06 4.999291e-07 -5.656934e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.608695e-06 1.054213e-07 -2.477034e-06) (-7.498936e-08 2.678702e-07 -1.672399e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3061         	((7.011216e-07 1.073100e-05 2.435380e-25) (1.785755e-06 4.999409e-07 -5.660457e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.609650e-06 1.051682e-07 -2.477312e-06) (-7.499113e-08 2.678633e-07 -1.672361e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3062         	((7.000522e-07 1.073657e-05 2.434974e-25) (1.785708e-06 4.999462e-07 -5.661622e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.610486e-06 1.050078e-07 -2.476869e-06) (-7.499193e-08 2.678561e-07 -1.672338e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3063         	((7.002497e-07 1.073990e-05 2.435155e-25) (1.785658e-06 4.999430e-07 -5.659687e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.610985e-06 1.050375e-07 -2.475556e-06) (-7.499144e-08 2.678488e-07 -1.672335e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3064         	((7.016953e-07 1.074246e-05 2.436462e-25) (1.785608e-06 4.999337e-07 -5.656902e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.611369e-06 1.052543e-07 -2.473707e-06) (-7.499006e-08 2.678413e-07 -1.672352e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3065         	((7.038800e-07 1.074686e-05 2.439100e-25) (1.785558e-06 4.999235e-07 -5.655468e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.612030e-06 1.055820e-07 -2.471625e-06) (-7.498852e-08 2.678337e-07 -1.672385e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3066         	((7.063810e-07 1.075641e-05 2.443485e-25) (1.785508e-06 4.999169e-07 -5.657941e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.613462e-06 1.059571e-07 -2.469359e-06) (-7.498753e-08 2.678262e-07 -1.672426e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3067         	((7.092315e-07 1.077480e-05 2.450450e-25) (1.785457e-06 4.999161e-07 -5.667161e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.616220e-06 1.063847e-07 -2.466526e-06) (-7.498741e-08 2.678185e-07 -1.672467e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3068         	((7.173347e-07 1.083919e-05 2.472920e-25) (1.785406e-06 4.999213e-07 -5.710513e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.625878e-06 1.076002e-07 -2.458233e-06) (-7.498820e-08 2.678108e-07 -1.672505e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3069         	((7.196104e-07 1.086846e-05 2.481538e-25) (1.785352e-06 4.999310e-07 -5.738174e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.630270e-06 1.079416e-07 -2.455868e-06) (-7.498965e-08 2.678028e-07 -1.672523e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3070         	((7.333282e-07 1.100171e-05 2.526743e-25) (1.785293e-06 4.999383e-07 -5.861897e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.650257e-06 1.099992e-07 -2.443145e-06) (-7.499074e-08 2.677940e-07 -1.672559e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3071         	((7.326342e-07 1.101416e-05 2.528775e-25) (1.785228e-06 4.999422e-07 -5.882345e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.652124e-06 1.098951e-07 -2.444599e-06) (-7.499133e-08 2.677842e-07 -1.672583e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3072         	((7.305583e-07 1.101358e-05 2.527332e-25) (1.785160e-06 4.999368e-07 -5.887959e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.652036e-06 1.095837e-07 -2.447605e-06) (-7.499052e-08 2.677740e-07 -1.672630e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3073         	((7.317945e-07 1.102437e-05 2.534305e-25) (1.785091e-06 4.999286e-07 -5.887738e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.653656e-06 1.097692e-07 -2.447636e-06) (-7.498930e-08 2.677637e-07 -1.672694e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3074         	((7.324863e-07 1.102701e-05 2.536889e-25) (1.785023e-06 4.999274e-07 -5.886872e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.654052e-06 1.098729e-07 -2.447056e-06) (-7.498912e-08 2.677534e-07 -1.672743e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3075         	((7.355595e-07 1.104997e-05 2.546127e-25) (1.784955e-06 4.999344e-07 -5.906531e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.657495e-06 1.103339e-07 -2.444082e-06) (-7.499017e-08 2.677433e-07 -1.672781e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3076         	((7.394800e-07 1.109410e-05 2.560647e-25) (1.784888e-06 4.999501e-07 -5.952557e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.664115e-06 1.109220e-07 -2.440373e-06) (-7.499252e-08 2.677331e-07 -1.672815e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3077         	((7.415570e-07 1.114228e-05 2.573940e-25) (1.784818e-06 4.999687e-07 -6.008524e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.671341e-06 1.112336e-07 -2.438379e-06) (-7.499530e-08 2.677227e-07 -1.672854e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3078         	((7.399637e-07 1.117157e-05 2.579091e-25) (1.784745e-06 4.999808e-07 -6.048812e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.675736e-06 1.109946e-07 -2.439600e-06) (-7.499712e-08 2.677117e-07 -1.672906e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3079         	((7.345072e-07 1.116881e-05 2.573158e-25) (1.784670e-06 4.999804e-07 -6.058060e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.675321e-06 1.101761e-07 -2.444110e-06) (-7.499706e-08 2.677005e-07 -1.672970e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3080         	((7.264954e-07 1.113423e-05 2.557483e-25) (1.784595e-06 4.999685e-07 -6.033143e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.670134e-06 1.089743e-07 -2.450793e-06) (-7.499528e-08 2.676892e-07 -1.673040e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3081         	((7.170865e-07 1.107187e-05 2.533993e-25) (1.784523e-06 4.999530e-07 -5.977111e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.660780e-06 1.075630e-07 -2.458750e-06) (-7.499295e-08 2.676784e-07 -1.673105e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3082         	((7.087855e-07 1.099738e-05 2.508580e-25) (1.784457e-06 4.999433e-07 -5.902505e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.649608e-06 1.063178e-07 -2.466039e-06) (-7.499150e-08 2.676686e-07 -1.673155e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3083         	((7.033135e-07 1.092747e-05 2.486618e-25) (1.784400e-06 4.999459e-07 -5.826895e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.639120e-06 1.054970e-07 -2.471291e-06) (-7.499189e-08 2.676599e-07 -1.673185e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3084         	((7.016986e-07 1.087940e-05 2.473116e-25) (1.784351e-06 4.999612e-07 -5.770655e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.631910e-06 1.052548e-07 -2.473549e-06) (-7.499418e-08 2.676526e-07 -1.673194e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3085         	((7.038888e-07 1.086568e-05 2.471169e-25) (1.784308e-06 4.999843e-07 -5.749663e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.629853e-06 1.055833e-07 -2.472670e-06) (-7.499765e-08 2.676462e-07 -1.673186e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3086         	((7.082878e-07 1.088653e-05 2.479563e-25) (1.784267e-06 5.000089e-07 -5.767812e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.632979e-06 1.062432e-07 -2.469838e-06) (-7.500134e-08 2.676401e-07 -1.673175e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3087         	((7.126191e-07 1.093067e-05 2.493756e-25) (1.784224e-06 5.000292e-07 -5.815853e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.639600e-06 1.068929e-07 -2.466821e-06) (-7.500438e-08 2.676335e-07 -1.673176e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3088         	((7.147447e-07 1.097722e-05 2.506939e-25) (1.784173e-06 5.000413e-07 -5.871882e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.646583e-06 1.072117e-07 -2.465279e-06) (-7.500620e-08 2.676259e-07 -1.673204e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3089         	((7.140606e-07 1.100611e-05 2.513716e-25) (1.784113e-06 5.000432e-07 -5.911573e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.650917e-06 1.071091e-07 -2.465747e-06) (-7.500647e-08 2.676170e-07 -1.673267e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3090         	((7.113353e-07 1.100521e-05 2.511623e-25) (1.784046e-06 5.000350e-07 -5.918127e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.650781e-06 1.067003e-07 -2.467781e-06) (-7.500525e-08 2.676070e-07 -1.673359e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3091         	((7.052884e-07 1.095046e-05 2.493184e-25) (1.783978e-06 5.000201e-07 -5.868640e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.642569e-06 1.057933e-07 -2.473177e-06) (-7.500301e-08 2.675967e-07 -1.673459e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3092         	((7.033965e-07 1.091028e-05 2.481947e-25) (1.783912e-06 5.000034e-07 -5.821525e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.636542e-06 1.055095e-07 -2.474474e-06) (-7.500051e-08 2.675868e-07 -1.673561e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3093         	((6.974511e-07 1.082374e-05 2.452800e-25) (1.783853e-06 4.999960e-07 -5.726712e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.623560e-06 1.046177e-07 -2.479601e-06) (-7.499940e-08 2.675780e-07 -1.673625e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3094         	((6.970295e-07 1.080542e-05 2.447481e-25) (1.783801e-06 5.000031e-07 -5.700574e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.620814e-06 1.045544e-07 -2.479364e-06) (-7.500047e-08 2.675702e-07 -1.673659e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3095         	((6.962494e-07 1.080467e-05 2.445628e-25) (1.783750e-06 5.000235e-07 -5.696057e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.620700e-06 1.044374e-07 -2.479220e-06) (-7.500352e-08 2.675625e-07 -1.673661e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3096         	((6.932436e-07 1.081031e-05 2.441807e-25) (1.783698e-06 5.000483e-07 -5.702543e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.621547e-06 1.039865e-07 -2.480126e-06) (-7.500724e-08 2.675548e-07 -1.673647e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3097         	((6.918354e-07 1.081460e-05 2.440793e-25) (1.783645e-06 5.000676e-07 -5.705182e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.622189e-06 1.037753e-07 -2.480734e-06) (-7.501014e-08 2.675468e-07 -1.673635e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3098         	((6.907858e-07 1.081244e-05 2.438922e-25) (1.783591e-06 5.000761e-07 -5.699388e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.621866e-06 1.036179e-07 -2.480918e-06) (-7.501141e-08 2.675387e-07 -1.673646e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3099         	((6.908610e-07 1.080655e-05 2.437538e-25) (1.783536e-06 5.000745e-07 -5.687269e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.620982e-06 1.036291e-07 -2.480047e-06) (-7.501117e-08 2.675305e-07 -1.673685e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3100         	((6.925921e-07 1.080416e-05 2.438666e-25) (1.783481e-06 5.000694e-07 -5.677362e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.620624e-06 1.038888e-07 -2.477939e-06) (-7.501041e-08 2.675222e-07 -1.673745e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3101         	((6.955826e-07 1.081090e-05 2.443063e-25) (1.783426e-06 5.000682e-07 -5.677152e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.621636e-06 1.043374e-07 -2.475001e-06) (-7.501022e-08 2.675140e-07 -1.673818e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3102         	((6.991202e-07 1.082858e-05 2.450404e-25) (1.783371e-06 5.000740e-07 -5.688787e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.624287e-06 1.048680e-07 -2.471678e-06) (-7.501111e-08 2.675056e-07 -1.673895e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3103         	((7.027608e-07 1.085678e-05 2.460256e-25) (1.783313e-06 5.000857e-07 -5.710961e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.628517e-06 1.054141e-07 -2.468123e-06) (-7.501285e-08 2.674970e-07 -1.673970e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3104         	((7.107890e-07 1.092946e-05 2.484393e-25) (1.783254e-06 5.000993e-07 -5.768260e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.639419e-06 1.066183e-07 -2.459909e-06) (-7.501490e-08 2.674881e-07 -1.674044e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3105         	((7.123965e-07 1.095675e-05 2.491876e-25) (1.783191e-06 5.001114e-07 -5.794642e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.643512e-06 1.068595e-07 -2.458264e-06) (-7.501671e-08 2.674786e-07 -1.674101e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3106         	((7.233572e-07 1.106658e-05 2.528630e-25) (1.783124e-06 5.001192e-07 -5.890723e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.659986e-06 1.085036e-07 -2.448098e-06) (-7.501788e-08 2.674686e-07 -1.674172e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3107         	((7.225134e-07 1.107357e-05 2.529320e-25) (1.783052e-06 5.001259e-07 -5.903355e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.661035e-06 1.083770e-07 -2.449593e-06) (-7.501889e-08 2.674578e-07 -1.674228e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3108         	((7.210470e-07 1.107090e-05 2.527978e-25) (1.782980e-06 5.001278e-07 -5.904990e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.660635e-06 1.081571e-07 -2.452051e-06) (-7.501916e-08 2.674470e-07 -1.674301e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3109         	((7.243374e-07 1.108892e-05 2.538771e-25) (1.782907e-06 5.001316e-07 -5.911457e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.663339e-06 1.086506e-07 -2.450625e-06) (-7.501974e-08 2.674361e-07 -1.674389e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3110         	((7.258642e-07 1.109734e-05 2.543532e-25) (1.782835e-06 5.001443e-07 -5.918499e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.664601e-06 1.088796e-07 -2.449531e-06) (-7.502165e-08 2.674252e-07 -1.674463e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3111         	((7.291876e-07 1.112512e-05 2.554280e-25) (1.782762e-06 5.001623e-07 -5.945971e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.668768e-06 1.093781e-07 -2.446486e-06) (-7.502435e-08 2.674144e-07 -1.674535e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3112         	((7.327220e-07 1.117079e-05 2.569077e-25) (1.782689e-06 5.001834e-07 -5.996601e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.675619e-06 1.099083e-07 -2.443081e-06) (-7.502751e-08 2.674033e-07 -1.674607e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3113         	((7.338998e-07 1.121448e-05 2.580691e-25) (1.782612e-06 5.002029e-07 -6.049418e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.682173e-06 1.100850e-07 -2.441710e-06) (-7.503044e-08 2.673918e-07 -1.674686e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3114         	((7.311646e-07 1.123651e-05 2.583115e-25) (1.782532e-06 5.002153e-07 -6.083229e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.685477e-06 1.096747e-07 -2.443720e-06) (-7.503230e-08 2.673798e-07 -1.674775e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3115         	((7.250183e-07 1.122710e-05 2.574829e-25) (1.782450e-06 5.002179e-07 -6.084609e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.684065e-06 1.087527e-07 -2.448706e-06) (-7.503268e-08 2.673675e-07 -1.674873e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3116         	((7.166870e-07 1.118686e-05 2.557225e-25) (1.782370e-06 5.002131e-07 -6.052060e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.678030e-06 1.075030e-07 -2.455648e-06) (-7.503196e-08 2.673555e-07 -1.674972e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3117         	((7.076628e-07 1.112172e-05 2.533090e-25) (1.782294e-06 5.002074e-07 -5.990533e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.668258e-06 1.061494e-07 -2.463380e-06) (-7.503111e-08 2.673441e-07 -1.675063e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3118         	((7.001910e-07 1.104695e-05 2.508128e-25) (1.782225e-06 5.002080e-07 -5.913598e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.657043e-06 1.050286e-07 -2.470188e-06) (-7.503120e-08 2.673338e-07 -1.675136e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3119         	((6.955857e-07 1.097884e-05 2.487329e-25) (1.782166e-06 5.002195e-07 -5.839701e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.646826e-06 1.043379e-07 -2.474973e-06) (-7.503293e-08 2.673249e-07 -1.675189e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3120         	((6.946582e-07 1.093477e-05 2.475616e-25) (1.782115e-06 5.002419e-07 -5.788911e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.640216e-06 1.041987e-07 -2.476850e-06) (-7.503628e-08 2.673172e-07 -1.675221e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3121         	((6.970760e-07 1.092509e-05 2.475218e-25) (1.782068e-06 5.002709e-07 -5.774290e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.638763e-06 1.045614e-07 -2.475845e-06) (-7.504063e-08 2.673103e-07 -1.675241e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3122         	((7.013994e-07 1.094906e-05 2.484735e-25) (1.782023e-06 5.003007e-07 -5.797561e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.642358e-06 1.052099e-07 -2.473008e-06) (-7.504511e-08 2.673034e-07 -1.675261e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3123         	((7.053280e-07 1.099305e-05 2.498849e-25) (1.781973e-06 5.003260e-07 -5.846639e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.648957e-06 1.057992e-07 -2.470142e-06) (-7.504890e-08 2.672960e-07 -1.675295e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3124         	((7.072646e-07 1.103769e-05 2.511530e-25) (1.781916e-06 5.003426e-07 -5.900308e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.655654e-06 1.060897e-07 -2.468584e-06) (-7.505140e-08 2.672874e-07 -1.675359e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3125         	((7.066291e-07 1.106329e-05 2.517460e-25) (1.781851e-06 5.003487e-07 -5.935383e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.659493e-06 1.059944e-07 -2.468958e-06) (-7.505230e-08 2.672776e-07 -1.675455e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3126         	((7.042492e-07 1.106000e-05 2.514850e-25) (1.781779e-06 5.003450e-07 -5.937915e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.659000e-06 1.056374e-07 -2.470823e-06) (-7.505175e-08 2.672668e-07 -1.675577e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3127         	((6.983527e-07 1.100176e-05 2.495177e-25) (1.781706e-06 5.003356e-07 -5.883784e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.650264e-06 1.047529e-07 -2.476409e-06) (-7.505034e-08 2.672560e-07 -1.675705e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3128         	((6.964445e-07 1.096091e-05 2.483686e-25) (1.781638e-06 5.003258e-07 -5.836313e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.644136e-06 1.044667e-07 -2.477854e-06) (-7.504887e-08 2.672457e-07 -1.675832e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
3129         	((6.900316e-07 1.087241e-05 2.453738e-25) (1.781576e-06 5.003257e-07 -5.740767e-26) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-1.630862e-06 1.035047e-07 -2.483344e-06) (-7.504886e-08 2.672364e-07 -1.675919e-07) (0.000000e+00 0.000000e+00 0.000000e+00))
